timestamp,device_id,co2 (ppm),voc (ppb),pm1 (µg/m³),pm25 (µg/m³),pm4 (µg/m³),pm10 (µg/m³),temp_c (°C),rh (%),health_index
2025-10-08T13:05:00Z,AirQ.001,705,112,7.9,8.9,11.6,14.6,21.2,43.0,92.9
2025-10-08T13:05:00Z,SPS3.001,824,182,3.9,7.2,11.5,16.9,21.0,43.1,91.8
2025-10-08T13:05:00Z,FieldLab.001,813,112,,,,,21.1,44.2,98.7
2025-10-08T13:10:00Z,AirQ.001,822,173,5.6,6.8,6.8,6.8,21.3,44.1,92.4
2025-10-08T13:10:00Z,SPS3.001,753,123,2.6,5.2,5.2,12.5,21.2,46.0,95.8
2025-10-08T13:10:00Z,FieldLab.001,806,201,,,,,20.9,45.8,99.3
2025-10-08T13:15:00Z,AirQ.001,756,151,8.0,8.7,8.9,13.3,21.2,44.5,93.0
2025-10-08T13:15:00Z,SPS3.001,706,147,5.7,11.4,15.2,20.2,21.1,45.0,90.9
2025-10-08T13:15:00Z,FieldLab.001,815,151,,,,,21.2,46.9,98.5
2025-10-08T13:20:00Z,AirQ.001,733,179,7.8,9.6,11.5,12.9,21.3,44.5,92.3
2025-10-08T13:20:00Z,SPS3.001,727,157,5.2,10.6,15.1,28.2,21.0,41.6,91.5
2025-10-08T13:20:00Z,FieldLab.001,723,161,,,,,21.5,41.9,100.0
2025-10-08T13:25:00Z,AirQ.001,774,148,6.3,8.0,10.8,10.8,21.4,45.6,93.6
2025-10-08T13:25:00Z,SPS3.001,665,191,2.6,5.5,9.0,9.0,21.2,41.9,95.6
2025-10-08T13:25:00Z,FieldLab.001,753,139,,,,,21.1,46.1,100.0
2025-10-08T13:30:00Z,AirQ.001,703,540,13.0,16.1,18.4,21.6,21.8,42.6,65.9
2025-10-08T13:30:00Z,SPS3.001,785,253,4.0,6.5,8.3,11.7,21.5,43.3,91.5
2025-10-08T13:30:00Z,FieldLab.001,816,177,,,,,21.5,41.7,98.4
2025-10-08T13:35:00Z,AirQ.001,707,733,10.4,12.3,13.9,15.5,21.8,43.2,63.3
2025-10-08T13:35:00Z,SPS3.001,803,140,6.4,10.7,12.2,22.5,21.0,42.0,91.1
2025-10-08T13:35:00Z,FieldLab.001,847,165,,,,,21.1,44.4,95.3
2025-10-08T13:40:00Z,AirQ.001,716,781,10.7,12.6,15.0,22.1,22.0,41.6,62.3
2025-10-08T13:40:00Z,SPS3.001,731,150,4.9,8.2,11.6,17.9,20.9,43.0,93.4
2025-10-08T13:40:00Z,FieldLab.001,732,160,,,,,21.3,44.6,100.0
2025-10-08T13:45:00Z,AirQ.001,698,701,10.2,11.5,15.2,15.5,21.8,44.5,64.4
2025-10-08T13:45:00Z,SPS3.001,771,176,5.2,9.4,11.8,18.9,21.3,41.3,92.5
2025-10-08T13:45:00Z,FieldLab.001,782,136,,,,,20.7,42.6,100.0
2025-10-08T13:50:00Z,AirQ.001,674,598,9.5,11.4,14.6,16.6,21.9,43.9,66.0
2025-10-08T13:50:00Z,SPS3.001,684,217,2.7,4.1,4.3,11.2,21.1,43.6,95.7
2025-10-08T13:50:00Z,FieldLab.001,745,181,,,,,21.7,44.1,100.0
2025-10-08T13:55:00Z,AirQ.001,714,718,8.8,11.3,14.9,17.4,22.5,43.5,64.3
2025-10-08T13:55:00Z,SPS3.001,784,147,3.8,5.2,7.3,14.3,21.2,40.4,95.8
2025-10-08T13:55:00Z,FieldLab.001,812,182,,,,,21.4,43.9,98.8
2025-10-08T14:00:00Z,AirQ.001,758,480,10.5,13.3,14.9,16.0,22.0,41.8,71.9
2025-10-08T14:00:00Z,SPS3.001,787,192,35.9,65.4,86.3,139.2,22.1,41.9,60.0
2025-10-08T14:00:00Z,FieldLab.001,904,202,,,,,21.5,43.7,89.5
2025-10-08T14:05:00Z,AirQ.001,838,759,11.9,14.0,16.8,20.4,22.1,42.9,57.7
2025-10-08T14:05:00Z,SPS3.001,726,230,33.4,62.5,84.6,131.8,22.0,42.2,58.1
2025-10-08T14:05:00Z,FieldLab.001,712,196,,,,,21.3,42.0,100.0
2025-10-08T14:10:00Z,AirQ.001,732,820,13.1,14.1,18.4,19.5,21.7,41.9,60.6
2025-10-08T14:10:00Z,SPS3.001,639,250,35.8,62.7,86.0,134.9,22.3,40.5,56.9
2025-10-08T14:10:00Z,FieldLab.001,821,197,,,,,21.4,44.8,97.9
2025-10-08T14:15:00Z,AirQ.001,785,820,10.1,12.6,13.7,18.9,21.9,43.2,61.8
2025-10-08T14:15:00Z,SPS3.001,775,238,36.0,64.9,89.9,142.8,22.1,43.0,57.6
2025-10-08T14:15:00Z,FieldLab.001,762,157,,,,,21.4,42.0,100.0
2025-10-08T14:20:00Z,AirQ.001,826,966,10.8,12.3,13.5,15.4,22.2,42.0,57.3
2025-10-08T14:20:00Z,SPS3.001,821,225,28.3,53.7,75.9,116.9,21.7,44.0,56.3
2025-10-08T14:20:00Z,FieldLab.001,831,181,,,,,21.4,42.6,96.9
2025-10-08T14:25:00Z,AirQ.001,791,537,8.9,9.8,11.3,15.2,22.2,46.0,71.1
2025-10-08T14:25:00Z,SPS3.001,752,256,42.5,76.9,101.8,165.4,22.0,43.7,56.5
2025-10-08T14:25:00Z,FieldLab.001,804,167,,,,,21.1,44.2,99.6
2025-10-08T14:30:00Z,AirQ.001,729,849,8.6,10.3,14.0,14.3,22.2,42.6,63.2
2025-10-08T14:30:00Z,SPS3.001,739,238,32.7,59.5,79.5,127.3,22.3,45.0,57.6
2025-10-08T14:30:00Z,FieldLab.001,847,183,,,,,21.6,44.2,95.3
2025-10-08T14:35:00Z,AirQ.001,672,603,8.3,10.6,11.2,14.8,22.0,41.9,66.5
2025-10-08T14:35:00Z,SPS3.001,701,230,34.4,61.6,82.5,133.5,22.3,41.5,58.1
2025-10-08T14:35:00Z,FieldLab.001,833,154,,,,,21.3,43.2,96.7
2025-10-08T14:40:00Z,AirQ.001,729,650,8.6,9.6,11.6,16.4,22.3,43.7,66.6
2025-10-08T14:40:00Z,SPS3.001,714,205,40.5,74.3,97.6,151.8,22.4,45.0,59.7
2025-10-08T14:40:00Z,FieldLab.001,797,173,,,,,21.8,42.7,100.0
2025-10-08T14:45:00Z,AirQ.001,697,925,10.2,12.9,15.2,20.2,21.9,42.1,60.0
2025-10-08T14:45:00Z,SPS3.001,707,222,28.3,49.5,69.8,100.5,21.6,42.5,59.0
2025-10-08T14:45:00Z,FieldLab.001,806,188,,,,,21.6,41.2,99.4
2025-10-08T14:50:00Z,AirQ.001,767,607,12.9,15.6,19.7,19.7,22.6,39.1,62.4
2025-10-08T14:50:00Z,SPS3.001,682,250,40.1,72.1,99.4,148.7,21.8,42.2,56.9
2025-10-08T14:50:00Z,FieldLab.001,801,189,,,,,21.8,41.2,99.9
2025-10-08T14:55:00Z,AirQ.001,774,746,10.1,11.3,14.9,18.6,22.1,45.2,63.9
2025-10-08T14:55:00Z,SPS3.001,723,211,32.5,58.4,76.5,123.2,22.4,42.4,59.3
2025-10-08T14:55:00Z,FieldLab.001,787,113,,,,,21.7,42.3,100.0
2025-10-08T15:00:00Z,AirQ.001,854,587,8.0,9.4,12.2,14.3,22.8,41.1,62.9
2025-10-08T15:00:00Z,SPS3.001,775,207,28.4,52.6,73.2,117.6,22.3,41.8,59.6
2025-10-08T15:00:00Z,FieldLab.001,739,190,,,,,21.6,38.1,100.0
2025-10-08T15:05:00Z,AirQ.001,664,794,10.6,12.2,14.8,16.5,22.6,41.7,62.5
2025-10-08T15:05:00Z,SPS3.001,740,218,27.9,53.2,72.2,115.4,22.2,42.7,58.9
2025-10-08T15:05:00Z,FieldLab.001,690,170,,,,,21.3,42.4,100.0
2025-10-08T15:10:00Z,AirQ.001,761,965,12.8,15.7,17.6,23.0,22.3,41.3,57.2
2025-10-08T15:10:00Z,SPS3.001,840,201,38.7,70.3,96.6,151.9,22.3,42.1,55.9
2025-10-08T15:10:00Z,FieldLab.001,823,181,,,,,21.7,42.0,97.7
2025-10-08T15:15:00Z,AirQ.001,799,645,10.9,12.1,13.9,18.3,22.3,41.7,64.7
2025-10-08T15:15:00Z,SPS3.001,804,229,41.8,74.6,102.3,161.4,22.5,41.4,57.8
2025-10-08T15:15:00Z,FieldLab.001,838,159,,,,,21.8,41.8,96.2
2025-10-08T15:20:00Z,AirQ.001,738,597,9.5,10.3,10.3,14.4,22.0,42.0,66.9
2025-10-08T15:20:00Z,SPS3.001,712,216,34.2,61.7,79.8,127.0,22.4,40.2,59.0
2025-10-08T15:20:00Z,FieldLab.001,824,140,,,,,21.6,40.8,97.6
2025-10-08T15:25:00Z,AirQ.001,719,693,7.3,8.9,11.4,13.3,22.2,39.8,66.6
2025-10-08T15:25:00Z,SPS3.001,823,237,28.7,53.3,70.1,118.7,22.5,43.0,55.4
2025-10-08T15:25:00Z,FieldLab.001,791,152,,,,,21.8,40.4,100.0
2025-10-08T15:30:00Z,AirQ.001,743,785,15.4,17.7,21.4,25.9,22.5,44.1,58.2
2025-10-08T15:30:00Z,SPS3.001,730,215,33.5,62.9,86.9,127.6,22.3,40.3,59.1
2025-10-08T15:30:00Z,FieldLab.001,807,178,,,,,21.3,39.4,99.3
2025-10-08T15:35:00Z,AirQ.001,761,490,10.3,11.9,15.5,18.2,22.6,40.7,72.4
2025-10-08T15:35:00Z,SPS3.001,729,254,43.2,80.2,109.6,175.3,22.5,43.9,56.6
2025-10-08T15:35:00Z,FieldLab.001,840,157,,,,,21.6,40.7,96.0
2025-10-08T15:40:00Z,AirQ.001,733,654,11.3,12.8,13.6,17.8,22.1,40.6,64.0
2025-10-08T15:40:00Z,SPS3.001,844,222,25.6,46.7,60.4,98.3,22.3,40.9,56.9
2025-10-08T15:40:00Z,FieldLab.001,761,153,,,,,22.2,42.0,100.0
2025-10-08T15:45:00Z,AirQ.001,714,700,14.3,15.6,19.6,26.4,23.0,40.4,61.1
2025-10-08T15:45:00Z,SPS3.001,802,243,36.6,65.8,89.2,135.9,22.6,41.2,57.1
2025-10-08T15:45:00Z,FieldLab.001,820,186,,,,,22.5,41.7,98.0
2025-10-08T15:50:00Z,AirQ.001,834,633,11.1,13.9,13.9,19.0,22.2,40.5,60.0
2025-10-08T15:50:00Z,SPS3.001,770,230,33.8,61.1,78.9,118.7,22.4,40.2,58.1
2025-10-08T15:50:00Z,FieldLab.001,812,145,,,,,22.2,40.9,98.8
2025-10-08T15:55:00Z,AirQ.001,721,757,9.6,11.9,14.5,17.0,22.3,39.8,63.2
2025-10-08T15:55:00Z,SPS3.001,654,217,33.3,61.4,86.5,128.9,22.8,38.4,58.9
2025-10-08T15:55:00Z,FieldLab.001,814,164,,,,,22.4,40.2,98.6
2025-10-08T16:00:00Z,AirQ.001,831,548,11.5,13.2,17.8,21.1,22.6,38.3,64.6
2025-10-08T16:00:00Z,SPS3.001,708,220,35.2,62.3,85.5,134.3,22.5,41.6,58.8
2025-10-08T16:00:00Z,FieldLab.001,812,164,,,,,22.0,43.2,98.8
2025-10-08T16:05:00Z,AirQ.001,659,704,11.4,12.6,15.3,17.9,22.5,41.7,63.4
2025-10-08T16:05:00Z,SPS3.001,707,189,34.4,62.1,86.0,123.3,22.6,42.8,60.0
2025-10-08T16:05:00Z,FieldLab.001,784,189,,,,,22.0,43.0,100.0
2025-10-08T16:10:00Z,AirQ.001,744,663,11.2,13.6,15.7,19.9,22.8,41.4,63.2
2025-10-08T16:10:00Z,SPS3.001,785,212,41.3,73.4,97.7,153.3,22.5,40.1,59.2
2025-10-08T16:10:00Z,FieldLab.001,803,162,,,,,21.6,40.2,99.7
2025-10-08T16:15:00Z,AirQ.001,720,608,10.2,12.3,15.0,18.2,22.5,39.4,65.0
2025-10-08T16:15:00Z,SPS3.001,658,285,32.0,58.7,79.0,121.2,23.2,41.3,54.7
2025-10-08T16:15:00Z,FieldLab.001,903,154,,,,,21.8,40.7,89.7
2025-10-08T16:20:00Z,AirQ.001,745,713,12.5,14.7,20.1,20.1,22.5,39.7,61.6
2025-10-08T16:20:00Z,SPS3.001,767,250,27.0,49.6,69.2,96.7,23.2,39.1,57.2
2025-10-08T16:20:00Z,FieldLab.001,805,163,,,,,22.3,40.2,99.5
2025-10-08T16:25:00Z,AirQ.001,776,750,12.1,13.8,17.6,20.9,22.9,39.4,61.8
2025-10-08T16:25:00Z,SPS3.001,652,193,28.3,53.3,71.2,108.1,22.6,40.8,60.0
2025-10-08T16:25:00Z,FieldLab.001,760,176,,,,,22.5,41.5,100.0
2025-10-08T16:30:00Z,AirQ.001,704,553,10.5,11.5,14.8,15.6,22.7,41.8,68.7
2025-10-08T16:30:00Z,SPS3.001,683,195,3.9,7.5,10.2,14.6,22.1,37.7,94.0
2025-10-08T16:30:00Z,FieldLab.001,747,225,,,,,22.0,39.1,98.4
2025-10-08T16:35:00Z,AirQ.001,758,770,9.7,11.5,13.1,13.6,22.8,41.7,63.4
2025-10-08T16:35:00Z,SPS3.001,612,158,3.9,8.2,13.0,16.9,22.2,41.1,93.4
2025-10-08T16:35:00Z,FieldLab.001,739,168,,,,,22.1,41.3,100.0
2025-10-08T16:40:00Z,AirQ.001,842,603,9.2,10.8,12.4,15.9,23.3,39.9,62.1
2025-10-08T16:40:00Z,SPS3.001,745,173,6.0,10.6,16.5,22.8,22.8,41.5,91.5
2025-10-08T16:40:00Z,FieldLab.001,760,188,,,,,22.5,38.6,100.0
2025-10-08T16:45:00Z,AirQ.001,783,736,7.1,9.3,10.8,14.9,22.8,41.7,65.6
2025-10-08T16:45:00Z,SPS3.001,655,198,3.6,9.0,9.7,18.1,22.2,40.8,92.8
2025-10-08T16:45:00Z,FieldLab.001,693,182,,,,,22.5,40.8,100.0
2025-10-08T16:50:00Z,AirQ.001,735,804,9.6,11.6,14.3,15.7,22.9,42.0,62.8
2025-10-08T16:50:00Z,SPS3.001,802,175,2.5,4.6,8.3,8.3,22.4,42.1,96.1
2025-10-08T16:50:00Z,FieldLab.001,833,120,,,,,22.3,40.4,96.7
2025-10-08T16:55:00Z,AirQ.001,733,587,10.8,13.3,15.3,20.2,22.9,40.5,65.2
2025-10-08T16:55:00Z,SPS3.001,635,151,5.5,12.3,20.3,25.8,22.3,37.6,90.2
2025-10-08T16:55:00Z,FieldLab.001,819,198,,,,,22.0,41.9,98.1
2025-10-08T17:00:00Z,AirQ.001,728,197,7.1,8.0,10.8,11.0,21.8,40.9,93.6
2025-10-08T17:00:00Z,SPS3.001,675,152,3.7,7.4,11.6,18.3,22.3,41.3,94.1
2025-10-08T17:00:00Z,FieldLab.001,790,183,,,,,21.9,39.9,100.0
2025-10-08T17:05:00Z,AirQ.001,789,140,8.9,9.7,10.8,15.6,22.5,37.6,92.2
2025-10-08T17:05:00Z,SPS3.001,677,179,6.1,8.7,15.8,17.9,22.6,39.1,93.0
2025-10-08T17:05:00Z,FieldLab.001,793,137,,,,,22.7,39.5,100.0
2025-10-08T17:10:00Z,AirQ.001,762,158,6.8,8.5,9.7,12.3,21.7,40.1,93.2
2025-10-08T17:10:00Z,SPS3.001,774,132,5.0,8.0,12.1,15.8,22.1,41.1,93.6
2025-10-08T17:10:00Z,FieldLab.001,693,172,,,,,22.5,38.4,100.0
2025-10-08T17:15:00Z,AirQ.001,727,175,11.1,12.5,12.6,17.3,22.3,39.0,90.0
2025-10-08T17:15:00Z,SPS3.001,676,193,5.0,9.6,13.8,19.4,22.0,40.0,92.3
2025-10-08T17:15:00Z,FieldLab.001,791,155,,,,,22.4,39.2,100.0
2025-10-08T17:20:00Z,AirQ.001,754,165,5.8,6.5,7.1,9.1,22.4,39.0,94.8
2025-10-08T17:20:00Z,SPS3.001,778,176,6.2,9.9,15.0,15.5,22.4,39.4,92.1
2025-10-08T17:20:00Z,FieldLab.001,801,207,,,,,22.7,39.1,99.5
2025-10-08T17:25:00Z,AirQ.001,634,143,7.4,9.2,10.6,16.8,22.7,42.0,92.6
2025-10-08T17:25:00Z,SPS3.001,770,187,4.8,9.2,11.9,22.2,22.4,38.7,92.6
2025-10-08T17:25:00Z,FieldLab.001,666,189,,,,,22.7,38.9,100.0
2025-10-08T17:30:00Z,AirQ.001,680,194,9.0,11.5,14.0,19.4,22.6,39.3,90.8
2025-10-08T17:30:00Z,SPS3.001,775,190,3.0,6.5,14.2,16.2,22.3,38.2,94.8
2025-10-08T17:30:00Z,FieldLab.001,852,165,,,,,22.5,39.9,94.8
2025-10-08T17:35:00Z,AirQ.001,799,143,8.9,9.9,12.6,15.9,22.7,39.4,92.1
2025-10-08T17:35:00Z,SPS3.001,762,169,3.5,7.7,12.6,19.3,22.4,37.8,93.8
2025-10-08T17:35:00Z,FieldLab.001,762,164,,,,,22.5,38.8,100.0
2025-10-08T17:40:00Z,AirQ.001,735,131,8.9,10.0,13.2,13.5,22.3,38.8,92.0
2025-10-08T17:40:00Z,SPS3.001,731,156,7.1,11.7,15.7,28.1,22.3,38.7,90.6
2025-10-08T17:40:00Z,FieldLab.001,784,158,,,,,22.2,37.4,100.0
2025-10-08T17:45:00Z,AirQ.001,765,215,7.7,9.2,10.7,12.4,22.4,39.6,91.7
2025-10-08T17:45:00Z,SPS3.001,692,218,5.5,9.5,12.7,17.6,22.3,38.4,91.3
2025-10-08T17:45:00Z,FieldLab.001,749,203,,,,,22.8,40.3,99.8
2025-10-08T17:50:00Z,AirQ.001,726,189,5.3,7.4,9.0,9.4,22.7,39.3,94.1
2025-10-08T17:50:00Z,SPS3.001,729,168,3.3,6.1,6.1,13.5,22.5,41.0,95.1
2025-10-08T17:50:00Z,FieldLab.001,768,167,,,,,22.2,38.8,100.0
2025-10-08T17:55:00Z,AirQ.001,689,189,10.5,11.9,15.5,16.3,22.7,36.0,90.5
2025-10-08T17:55:00Z,SPS3.001,751,183,4.7,11.8,15.1,17.3,22.6,38.4,90.6
2025-10-08T17:55:00Z,FieldLab.001,820,157,,,,,22.6,39.5,98.0
2025-10-08T18:00:00Z,AirQ.001,691,184,10.9,13.2,16.7,19.2,22.4,35.1,89.4
2025-10-08T18:00:00Z,SPS3.001,734,154,5.8,12.8,17.7,26.5,22.6,38.3,89.8
2025-10-08T18:00:00Z,FieldLab.001,857,164,,,,,22.6,38.9,94.3
2025-10-08T18:05:00Z,AirQ.001,793,123,5.3,6.9,6.9,10.1,22.9,38.5,94.5
2025-10-08T18:05:00Z,SPS3.001,795,190,4.3,7.2,10.4,17.8,23.1,39.0,94.2
2025-10-08T18:05:00Z,FieldLab.001,773,176,,,,,22.4,39.6,100.0
2025-10-08T18:10:00Z,AirQ.001,627,164,7.6,10.2,12.3,15.7,23.1,36.7,91.8
2025-10-08T18:10:00Z,SPS3.001,722,196,7.5,14.6,18.5,32.0,22.4,37.8,88.3
2025-10-08T18:10:00Z,FieldLab.001,846,183,,,,,22.8,41.5,95.4
2025-10-08T18:15:00Z,AirQ.001,709,143,1.2,2.3,2.3,2.8,22.7,36.9,98.2
2025-10-08T18:15:00Z,SPS3.001,787,166,3.2,7.0,7.0,14.4,23.2,39.8,94.4
2025-10-08T18:15:00Z,FieldLab.001,849,152,,,,,22.8,38.9,95.1
2025-10-08T18:20:00Z,AirQ.001,814,183,11.8,15.0,20.4,23.2,22.2,38.6,86.6
2025-10-08T18:20:00Z,SPS3.001,791,190,4.0,5.7,11.1,17.7,23.2,39.4,95.4
2025-10-08T18:20:00Z,FieldLab.001,743,120,,,,,22.5,42.0,100.0
2025-10-08T18:25:00Z,AirQ.001,729,201,8.6,9.3,9.3,11.6,22.5,37.9,92.5
2025-10-08T18:25:00Z,SPS3.001,731,155,3.8,5.8,8.6,14.9,23.2,38.4,95.4
2025-10-08T18:25:00Z,FieldLab.001,773,158,,,,,23.0,38.7,100.0
2025-10-08T18:30:00Z,AirQ.001,764,170,7.2,8.1,8.1,8.7,22.4,40.3,93.5
2025-10-08T18:30:00Z,SPS3.001,714,161,8.0,12.3,18.4,27.2,23.0,40.1,90.2
2025-10-08T18:30:00Z,FieldLab.001,930,201,,,,,22.4,35.6,86.9
2025-10-08T18:35:00Z,AirQ.001,711,220,5.5,7.2,7.2,9.4,23.2,39.2,93.0
2025-10-08T18:35:00Z,SPS3.001,727,148,3.2,7.5,10.1,19.7,22.4,38.6,94.0
2025-10-08T18:35:00Z,FieldLab.001,805,172,,,,,22.2,38.8,99.5
2025-10-08T18:40:00Z,AirQ.001,720,179,9.2,10.2,12.1,17.2,22.2,38.3,91.8
2025-10-08T18:40:00Z,SPS3.001,658,143,3.0,6.5,7.4,15.8,23.0,37.4,94.8
2025-10-08T18:40:00Z,FieldLab.001,810,148,,,,,22.3,39.0,99.0
2025-10-08T18:45:00Z,AirQ.001,685,151,7.9,9.7,13.3,13.5,22.8,37.0,92.2
2025-10-08T18:45:00Z,SPS3.001,603,154,3.3,6.1,6.4,15.5,22.7,39.6,95.1
2025-10-08T18:45:00Z,FieldLab.001,841,161,,,,,23.1,40.1,95.9
2025-10-08T18:50:00Z,AirQ.001,690,183,8.6,10.8,13.2,15.3,22.7,40.6,91.4
2025-10-08T18:50:00Z,SPS3.001,768,175,4.9,8.9,8.9,17.1,23.2,38.4,92.9
2025-10-08T18:50:00Z,FieldLab.001,847,148,,,,,22.8,36.8,95.3
2025-10-08T18:55:00Z,AirQ.001,654,190,7.6,8.1,11.7,11.7,22.6,35.6,93.5
2025-10-08T18:55:00Z,SPS3.001,709,158,5.1,9.8,16.6,23.1,22.8,37.9,92.2
2025-10-08T18:55:00Z,FieldLab.001,882,140,,,,,22.8,37.7,91.8
2025-10-08T19:00:00Z,AirQ.001,464,87,4.5,4.5,5.1,5.1,22.5,40.6,96.4
2025-10-08T19:00:00Z,SPS3.001,503,59,2.5,5.0,5.6,12.3,22.1,38.2,96.0
2025-10-08T19:00:00Z,FieldLab.001,485,122,,,,,22.8,38.3,100.0
2025-10-08T19:05:00Z,AirQ.001,494,141,3.4,4.1,4.8,8.2,23.0,42.0,96.7
2025-10-08T19:05:00Z,SPS3.001,463,109,4.9,8.3,10.4,17.5,22.3,41.8,93.4
2025-10-08T19:05:00Z,FieldLab.001,485,84,,,,,22.7,39.2,100.0
2025-10-08T19:10:00Z,AirQ.001,490,109,3.9,4.8,6.5,6.5,22.7,39.6,96.2
2025-10-08T19:10:00Z,SPS3.001,488,85,4.1,6.2,9.2,12.3,22.4,40.3,95.0
2025-10-08T19:10:00Z,FieldLab.001,504,111,,,,,21.9,39.1,100.0
2025-10-08T19:15:00Z,AirQ.001,477,87,2.7,4.3,4.3,5.3,22.4,38.4,96.6
2025-10-08T19:15:00Z,SPS3.001,491,130,1.7,4.1,4.1,6.2,22.6,37.5,96.7
2025-10-08T19:15:00Z,FieldLab.001,486,86,,,,,22.9,39.9,100.0
2025-10-08T19:20:00Z,AirQ.001,476,132,2.5,3.6,3.6,8.3,22.7,37.8,97.1
2025-10-08T19:20:00Z,SPS3.001,475,147,1.1,2.9,2.9,17.4,22.8,38.5,97.7
2025-10-08T19:20:00Z,FieldLab.001,525,98,,,,,22.9,39.5,100.0
2025-10-08T19:25:00Z,AirQ.001,479,110,1.7,2.7,2.8,4.2,22.3,39.9,97.8
2025-10-08T19:25:00Z,SPS3.001,493,100,0.9,3.3,6.1,6.1,22.7,37.9,97.4
2025-10-08T19:25:00Z,FieldLab.001,508,92,,,,,22.6,40.0,100.0
2025-10-08T19:30:00Z,AirQ.001,452,134,3.3,3.5,3.5,4.1,22.1,37.6,97.2
2025-10-08T19:30:00Z,SPS3.001,461,116,1.5,3.0,3.0,3.0,23.1,39.4,97.6
2025-10-08T19:30:00Z,FieldLab.001,534,114,,,,,22.6,39.6,100.0
2025-10-08T19:35:00Z,AirQ.001,470,108,6.0,7.3,7.4,13.2,22.7,38.5,94.2
2025-10-08T19:35:00Z,SPS3.001,477,112,3.6,6.4,10.9,18.2,22.5,42.4,94.9
2025-10-08T19:35:00Z,FieldLab.001,494,80,,,,,22.1,37.6,100.0
2025-10-08T19:40:00Z,AirQ.001,459,109,2.7,4.1,4.1,4.1,22.2,41.9,96.7
2025-10-08T19:40:00Z,SPS3.001,476,134,2.4,4.2,5.6,14.0,22.7,37.7,96.6
2025-10-08T19:40:00Z,FieldLab.001,509,65,,,,,22.6,39.6,100.0
2025-10-08T19:45:00Z,AirQ.001,482,88,5.9,7.9,11.0,11.4,22.7,38.8,93.7
2025-10-08T19:45:00Z,SPS3.001,467,107,2.0,4.0,4.0,8.2,22.5,38.7,96.8
2025-10-08T19:45:00Z,FieldLab.001,488,106,,,,,22.4,39.9,100.0
2025-10-08T19:50:00Z,AirQ.001,481,62,6.1,6.8,9.5,11.1,22.9,40.2,94.6
2025-10-08T19:50:00Z,SPS3.001,444,154,5.2,9.1,11.2,16.1,22.4,38.5,92.7
2025-10-08T19:50:00Z,FieldLab.001,512,75,,,,,23.0,38.3,100.0
2025-10-08T19:55:00Z,AirQ.001,479,159,3.0,3.5,3.8,3.8,22.5,39.2,97.2
2025-10-08T19:55:00Z,SPS3.001,493,126,1.9,5.2,7.7,13.7,22.3,39.3,95.8
2025-10-08T19:55:00Z,FieldLab.001,508,152,,,,,22.6,40.7,100.0
2025-10-08T20:00:00Z,AirQ.001,481,104,4.6,6.1,8.0,9.4,22.3,39.5,95.1
2025-10-08T20:00:00Z,SPS3.001,487,62,4.4,7.7,9.5,19.3,22.3,36.1,93.8
2025-10-08T20:00:00Z,FieldLab.001,490,73,,,,,22.7,39.9,100.0
2025-10-08T20:05:00Z,AirQ.001,461,118,5.9,6.7,6.7,7.2,22.4,38.9,94.6
2025-10-08T20:05:00Z,SPS3.001,499,101,3.6,7.7,12.6,18.8,22.5,38.1,93.8
2025-10-08T20:05:00Z,FieldLab.001,505,110,,,,,22.6,39.8,100.0
2025-10-08T20:10:00Z,AirQ.001,464,128,4.8,6.0,6.7,7.1,22.2,42.0,95.2
2025-10-08T20:10:00Z,SPS3.001,533,72,3.7,5.7,9.0,9.9,22.2,40.1,95.4
2025-10-08T20:10:00Z,FieldLab.001,483,111,,,,,22.5,38.5,100.0
2025-10-08T20:15:00Z,AirQ.001,486,101,3.4,4.4,7.5,7.6,22.4,38.3,96.5
2025-10-08T20:15:00Z,SPS3.001,447,154,2.2,4.7,6.7,6.7,22.5,37.1,96.2
2025-10-08T20:15:00Z,FieldLab.001,487,111,,,,,22.7,37.6,100.0
2025-10-08T20:20:00Z,AirQ.001,484,117,3.7,4.6,4.8,5.4,22.4,42.3,96.3
2025-10-08T20:20:00Z,SPS3.001,485,122,3.3,4.5,4.5,14.4,22.8,36.4,96.4
2025-10-08T20:20:00Z,FieldLab.001,519,78,,,,,22.6,39.6,100.0
2025-10-08T20:25:00Z,AirQ.001,488,124,2.1,2.9,2.9,5.5,22.6,40.7,97.7
2025-10-08T20:25:00Z,SPS3.001,463,126,2.9,6.1,7.2,12.1,22.6,38.7,95.1
2025-10-08T20:25:00Z,FieldLab.001,492,112,,,,,22.7,41.3,100.0
2025-10-08T20:30:00Z,AirQ.001,521,100,1.0,1.4,3.0,3.0,23.1,39.8,98.9
2025-10-08T20:30:00Z,SPS3.001,469,117,1.4,2.7,3.6,3.6,22.4,40.4,97.8
2025-10-08T20:30:00Z,FieldLab.001,509,81,,,,,22.7,37.8,100.0
2025-10-08T20:35:00Z,AirQ.001,502,56,1.0,1.4,2.0,2.0,22.0,40.5,98.9
2025-10-08T20:35:00Z,SPS3.001,470,87,0.5,3.0,5.7,5.7,22.5,41.6,97.6
2025-10-08T20:35:00Z,FieldLab.001,507,129,,,,,22.6,39.2,100.0
2025-10-08T20:40:00Z,AirQ.001,461,82,4.1,4.9,7.0,7.0,22.3,39.9,96.1
2025-10-08T20:40:00Z,SPS3.001,479,102,2.1,3.1,3.1,6.5,22.7,38.6,97.5
2025-10-08T20:40:00Z,FieldLab.001,525,103,,,,,22.6,41.4,100.0
